artist_name,track_name,genre,lyrics
Gwen Stefani,Hollaback Girl,pop,"85 ContributorsHollaback Girl Lyrics[Intro] Uh-huh, this my shit All the girls, stomp your feet like this  [Chorus] A few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no Hollaback Girl I ain't no Hollaback Girl A few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no Hollaback Girl I ain't no Hollaback Girl  [Post-Chorus] Ooh, this my shit, this my shit Ooh, this my shit, this my shit Ooh, this my shit, this my shit Ooh, this my shit, this my shit  [Verse 1] I heard that you were talking shit And you didn't think that I would hear it People hear you talking like that Getting everybody fired up So I'm ready to attack, gonna lead the pack Gonna get a touchdown, gonna take you out That's right, put your pom-poms down Getting everybody fired up You might also like[Chorus] A few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no Hollaback Girl I ain't no Hollaback Girl A few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no Hollaback Girl I ain't no Hollaback Girl  [Post-Chorus] Ooh, this my shit, this my shit Ooh, this my shit, this my shit Ooh, this my shit, this my shit Ooh, this my shit, this my shit  [Verse 2] So that's right, dude, meet me at the bleachers No principals, no student-teachers Both of us wanna be the winner But there can only be one So I'm gonna fight, gonna give it my all Gonna make you fall, gonna sock it to you That's right, I'm the last one standing And another one bites the dust [Chorus] A few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no Hollaback Girl I ain't no Hollaback Girl A few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no Hollaback Girl I ain't no Hollaback Girl  [Post-Chorus] Ooh, this my shit, this my shit Ooh, this my shit, this my shit Ooh, this my shit, this my shit Ooh, this my shit, this my shit [Bridge] Let me hear you say, this shit is bananas B-A-N-A-N-A-S This shit is bananas B-A-N-A-N-A-S Again, the shit is bananas B-A-N-A-N-A-S This shit is bananas B-A-N-A-N-A-S [Chorus] A few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no Hollaback Girl I ain't no Hollaback Girl A few times I've been around that track So it's not just gonna happen like that 'Cause I ain't no Hollaback Girl I ain't no Hollaback Girl  [Post-Chorus] Ooh, this my shit, this my shit Ooh, this my shit, this my shit Ooh, this my shit, this my shit Ooh, this my shit, this my shit51Embed"
Kelly Clarkson,Since U Been Gone,pop,"49 ContributorsSince U Been Gone Lyrics[Verse 1] Here's the thing, we started out friends It was cool, but it was all pretend Yeah, yeah Since you been gone  [Verse 2] You're dedicated, you took the time Wasn't long 'til I called you mine Yeah, yeah Since you been gone  [Pre-Chorus] And all you'd ever hear me say Is how I picture me with you That's all you'd ever hear me say  [Chorus] But since you been gone I can breathe for the first time I'm so movin' on, yeah, yeah Thanks to you Now I get what I want Since you been gone  [Verse 3] How can I put it? You put me on I even fell for that stupid love song Yeah, yeah Since you been gone You might also like[Pre-Chorus] How come I'd never hear you say, ""I just wanna be with you""? Guess you never felt that way  [Chorus] But since you been gone I can breathe for the first time I'm so movin' on, yeah, yeah Thanks to you Now I get, I get what I want Since you been gone  [Bridge] You had your chance, you blew it Out of sight, out of mind Shut your mouth, I just can't take it Again and again and again and again  [Chorus] Since you been gone (Since you been gone) I can breathe for the first time I'm so movin' on, yeah, yeah Thanks to you (Thanks to you) Now I get, I get what I want I can breathe for the first time I'm so movin' on, yeah, yeah Thanks to you (Thanks to you) Now I get (I get) You should know (You should know) That I get, I get what I want [Outro] Since you been gone Since you been gone Since you been gone29Embed"
Sinéad O'Connor,Nothing Compares 2 U,pop,"62 ContributorsTranslationsDeutschNothing Compares 2 U Lyrics[Verse 1] It's been seven hours and fifteen days Since you took your love away I go out every night and sleep all day Since you took your love away Since you've been gone I can do whatever I want I can see whomever I choose I can eat my dinner in a fancy restaurant But nothing, I said, nothing can take away these blues  [Chorus] 'Cause nothing compares Nothing compares to you  [Verse 2] It's been so lonely without you here Like a bird without a song Nothing can stop these lonely tears from falling Tell me, baby, where did I go wrong? I could put my arms around every boy I see But they'd only remind me of you I went to the doctor and guess what he told me, guess what he told me He said, ""Girl, you better try to have fun no matter what you do,"" but he's a fool  [Chorus] 'Cause nothing compares Nothing compares to you You might also like[Instrumental Break]  [Bridge] All the flowers that you planted, mama, in the backyard All died when you went away I know that living with you, baby, was sometimes hard But I'm willing to give it another try  [Outro] Nothing compares Nothing compares to you Nothing compares Nothing compares to you Nothing compares Nothing compares to you20Embed"
Lionel Richie,All Night Long (All Night),pop,"33 ContributorsAll Night Long (All Night) Lyrics[Intro] Da, da Da, da, oh Da Woah, oh  [Verse 1] Well, my friends, the time has come To raise the roof and have some fun Throw away the work to be done Let the music play on Everybody sing, everybody dance Lose yourself in wild romance  [Pre-Chorus 1] We're going to party, Karamu, fiesta, forever Come on and sing along We're going to party, Karamu, fiesta, forever Come on and sing along  [Chorus] All night long (All night, all night, all night) All night long (All night, all night, all night) All night long (All night, all night, all night) All night long (All night) Oh yeah (All night) See Lionel Richie LiveGet tickets as low as $42You might also like[Verse 2] People dancing all in the street See the rhythm all in their feet Life is good, wild and sweet Let the music play on Feel it in your heart and feel it in your soul Let the music take control  [Pre-Chorus 2] We're going to party, Liming, fiesta, forever Come on and sing along We're going to party, Liming, fiesta, forever Come on and sing my song  [Chorus] All night long, oh (All night, all night) All night long, yeah (All night, all night) All night long, yeah (All night, all night) All night long, ah, (All night, all night)  [Verse 3] Yeah, once you get started you can't sit down Come join the fun, it's a merry-go-round Everyone's dancing their troubles away Come join our party, see how we play [Bridge] Tam bo li de say de moi ya Yeah, Jambo, Jambo Way to parti, o we goin' Oh, jambali Tam bo li de say de moi ya Yeah, Jambo, Jambo Oh, yes We're gonna have a party, yeah, uh  [Chorus] All night long (All night, all night, all night) All night long, yeah (All night, all night) All night long (All night, all night, all night) All night long, oh (All night, all night)  [Pre-Chorus 1] We're going to party, Karamu, fiesta, forever Come on and sing along We're going to party, Karamu, fiesta, forever Come on and sing my song  [Chorus] All night long (All night, all night, all night) All night long (All night, all night, all night) All night long (All night, all night, all night) All night long (All night, all night) [Post-Chorus] All night, all night All night, all night All night, all night All night, all night All night, all night All night, all night All night, all night All night, all night  [Outro] Everyone you meet (All night) They're jamming in the street (All night) All night long (All night) Yeah, I said (All night) Everyone you meet (All night) They're jamming in the street (All night) All night long (All night, all night) Feel good, feel good (All night, all night) (All night, all night) (All night, all night) (All night, all night) (All night, all night) (All night, all night) (All night, all night) (All night, all night) (All night, all night) (All night, all night) (All night, all night) (All night, all night) (All night, all night)17Embed"
The Go-Go's,We Got The Beat,pop,"27 ContributorsWe Got the Beat Lyrics[Verse 1] See the people walking down the street Fall in line just watching all their feet They don't know where they wanna go But they're walking in time  [Chorus] They got the beat They got the beat They got the beat, yeah They got the beat  [Verse 2] All the kids just getting out of school They can't wait to hang out and be cool Hang around 'til quarter after twelve That's when they fall in line  [Chorus] They got the beat They got the beat Kids got the beat, yeah Kids got the beat  [Verse 3] Go-go music really makes us dance Doing the pony puts us in a trance Do the watusi just give us a chance That's when we fall in line See The Go-Go’s LiveGet tickets as low as $277You might also like[Chorus] 'Cause we got the beat We got the beat We got the beat, yeah We got it  [Outro] We got the beat We got the beat We got the beat Everybody get on your feet We got the beat We know you can dance to the beat We got the beat Jump back, kick round We got the beat Round and round and round  We got the beat We got the beat We got the beat We got the beat We got the beat We got the beat We got the beat We got the beat We got the beat We got the beat We got the beat We got the beat We got the beat We got the beat1Embed"
Boyz II Men,End Of The Road,pop,"48 ContributorsEnd of the Road Lyrics[Intro: Michael McCary] Girl, you know we belong together I have no time for you to be playin' with my heart like this You'll be mine forever, baby, you just see  [Verse 1: Nathan Morris] We belong together And you know that I'm right Why do you play with my heart Why do you play with my mind? Said we'd be forever Said it'd never die How could you love me and leave me And never say goodbye?  [Pre-Chorus: Wanyá Morris] When I can't sleep at night without holding you tight Girl, each time I try, I just break down and cry Pain in my head, oh, I'd rather be dead Spinnin' around and around  [Chorus: All] Although we've come to the end of the road Still, I can't let go It's unnatural, you belong to me, I belong to you Come to the end of the road Still, I can't let go It's unnatural, you belong to me, I belong to you See Boyz II Men LiveGet tickets as low as $52You might also like[Verse 2: Shawn Stockman] Girl, I know you really love me You just don't realize You've never been there before It's only your first time Maybe I'll forgive you, mmm Maybe you'll try We should be happy together Forever, you and I  [Pre-Chorus: Wanyá Morris] Will you love me again like you loved me before? This time, I want you to love me much more This time instead, just come to my bed And baby, just don't let me, don't let me down, oh  [Chorus: All, Wanyá Morris] Although we've come to the end of the road (End of the road) Still, I can't let go (The end of the road and I know I can't let go, baby) It's unnatural, you belong to me, I belong to you (I don't know what I'm gonna do) Come to the end of the road (I don't know what I'm gonna do 'cause I know I've come to the end of the road, the end of the road) Still, I can't let go (Oh my God, oh my God, help me out a little bit, baby) It's unnatural, you belong to me, I belong to you  [Interlude: Michael McCary, Shawn Stockman] Girl, I'm here for you All those times at night when you just hurt me And just ran out with that other fella Baby, I knew about it, I just didn't care You just don't understand how much I love you, do you? I'm here for you I'm not out to go out and cheat all night (Maybe I'll forgive you, baby) Just like you did, baby, but that's alright Heh, I love you anyway (Maybe you'll try) And I'm still gonna be here for you 'til my dying day, baby Right now, I'm just in so much pain, baby (We should be happy together forever) 'Cause you just won't come back to me (You and I) Will you? Just come back to me (Yeah, yeah) [Interlude: Michael McCary, All] (Lonely) Yes, baby, my heart is lonely (Lonely) My heart hurts, baby (Lonely) Yes, I feel pain too (Lonely) Baby, please  [Pre-Chorus: Wanyá Morris] This time instead, just come to my bed And baby, just don't let me down  [Chorus: All, Wanyá Morris] Although we've come to the end of the road (We've come to the end of the road) Still, I can't let go (I know I just can't let go, no) It's unnatural, you belong to me, I belong to you (No, no, no, no, no, no, no, no) (I don't know what I'm gonna do) Come to the end of the road (I don't know what I'm gonna do 'cause I know I've come to the end of the road, the end of the road) Still, I can't let go (Oh my God, oh my God, help me out a little bit, baby) It's unnatural (Baby), you belong to me (Baby), I belong to you (Baby) Although we've come to the end of the road Still, I can't let go (Alright, alright, alright) It's unnatural, you belong to me, I belong to you (It's unnatural, you belong to me, I belong to you, woah) Come to the end of the road (Although we've come to the end of the road) Still, I can't let go (I know I just can't let go, no) It's unnatural, you belong to me, I belong to you (No, no, no, no, no, no, no, no)34Embed"
The Weather Girls,It's Raining Men,pop,"57 ContributorsTranslationsMagyarIt’s Raining Men Lyrics[Intro] Hi! (Hi!) We're your weather girls (Uh-huh) And have we got news for you! (You better listen) Get ready all you lonely girls And leave those umbrellas at home (Alright)  [Pre-Chorus] Humidity is rising (Mm rising), barometer's getting low (How low, girl?) According to all sources  (What sources now?) The street's the place to go (You better hurry up) 'Cause tonight for the first time (First time) Just about half-past ten (Half-past ten) For the first time in history It's gonna start raining men (Start raining men)  [Chorus] It's raining men! Hallelujah! It's raining men! Amen! I'm gonna go out to run and let myself get Absolutely soaking wet! It's raining men! Hallelujah! It's raining men! Every specimen! Tall, blonde, dark and lean Rough and tough and strong and mean You might also like[Verse 1] God bless Mother Nature, she's a single woman too She took off to heaven and she did what she had to do She bought every angel And rearranged the sky So that each and every woman could find her perfect guy  [Chorus] It's raining men! Hallelujah! It's raining men! Amen! It's raining men! Hallelujah! It's raining men! Amen!  [Bridge] I feel stormy weather moving in About to begin (About to begin) Hear the thunder, don't you lose your head Rip off the roof and stay in bed (Rip off the roof and stay in bed)  [Verse 2] God bless Mother Nature, she's a single woman too She took off to heaven and she did what she had to do She bought every angel She rearranged the sky So that each and every woman could find her perfect guy Oh, it's raining men! Yeah [Pre-Chorus] [?] Humidity is rising (Humidity is rising, yeah) (Oh, oh yes, rising) Barometer's getting low (Is getting low, low, low, low, low, low, low, low, is getting low) According to all sources (According to all sources) The street's the place to go 'Cause tonight for the first time Just about half-past ten (half-past ten) For the first time in history It's gonna start raining men (It's gonna start raining men)  [Chorus] It's raining men! (Woo!) Hallelujah! It's raining men! Amen! It's raining men! Hallelujah! It's raining men! Amen! It's raining men! Hallelujah! It's raining men! Amen! It's raining men! Hallelujah! It's raining men! Amen! (Tall, blonde, dark and lean) (Rough and tough and strong and mean) She taught every angel She rearranged the sky (It's Raining Men! Hallelujah!) (It's Raining Men! Hallelujah!)10Embed"
Village People,Y.M.C.A.,pop,"79 ContributorsTranslationsDeutschY.M.C.A. Lyrics[Verse 1] Young man, there's no need to feel down, I said Young man, pick yourself off the ground, I said Young man, 'cause you're in a new town There's no need to be unhappy Young man, there's a place you can go, I said Young man, when you're short on your dough you can Stay there and I'm sure you will find Many ways to have a good time  [Chorus] It's fun to stay at the Y.M.C.A.  It's fun to stay at the Y.M.C.A.  They have everything for young men to enjoy You can hang out with all the boys It's fun to stay at the Y.M.C.A.  It's fun to stay at the Y.M.C.A.  You can get yourself clean, you can have a good meal You can do whatever you feel  [Verse 2] Young man, are you listening to me? I said Young man, what do you want to be? I said Young man, you can make real your dreams But you've got to know this one thing No man does it all by himself, I said Young man, put your pride on the shelf And just go there, to the Y.M.C.A.  I'm sure they can help you today You might also like[Chorus] It's fun to stay at the Y.M.C.A.  It's fun to stay at the Y.M.C.A.  They have everything for young men to enjoy You can hang out with all the boys It's fun to stay at the Y.M.C.A.  It's fun to stay at the Y.M.C.A.  You can get yourself clean, you can have a good meal You can do whatever you feel  [Verse 3] Young man, I was once in your shoes, I said I was down and out with the blues, I felt No man cared if I were alive I felt the whole world was so jive That's when someone came up to me and said ""Young man, take a walk up the street It's a place there called the Y.M.C.A.  They can start you back on your way""  [Chorus] It's fun to stay at the Y.M.C.A.  It's fun to stay at the Y.M.C.A.  They have everything for young men to enjoy You can hang out with all the boys [Post-Chorus] Y.M.C.A., it's fun to stay at the Y.M.C.A.  Young man, young man, there's no need to feel down Young man, young man, get yourself off the ground  [Instrumental Break]  [Outro] Y.M.C.A., it's fun to stay at the Y.M.C.A.  Young man, young man, are you listening to me? Young man, young man, what do you wanna be? Y.M.C.A., you'll find it at the Y.M.C.A.  No man, no man does it all by himself Young man, young man, put your pride on the shelf Y.M.C.A. and just go to the Y.M.C.A.  Young man, young man, I was once in your shoes Young man, young man, I was down with the blues Y.M.C.A., it's fun to stay at the13Embed"
Captain & Tennille,Love Will Keep Us Together,pop,"20 ContributorsLove Will Keep Us Together Lyrics[Verse 1] Love Love will keep us together Think of me, babe whenever Some sweet talking girl comes along Singing his song Don't mess around You just got to be strong  [Chorus] Just stop Cause I really love you Stop, I'll be thinking of you Look in my heart And let love keep us together  [Verse 2] You You belong to me now Ain't gonna set you free now When those girls start hanging around Talking me down Hear with your heart And you won't hear a sound  [Chorus] Just stop Cause I really love you Stop, I'll be thinking of you Look in my heart And let love keep us together You might also like[Bridge] Young and beautiful Someday your looks will be gone When the others turn you off Who'll be turnin' you on I will, I will, I will I will, be there to share forever  Love will keep us together I said it before And I'll say it again While others pretend I need you now and I need you then  [Chorus] Just stop Cause I really love you Stop, I'll be thinking of you Look in my heart And let love keep us together Whatever Whatever, I will, I will, I will, I will  You better stop Cause I really love you Stop, I've been thinkin' of you Look in my heart And let love keep us together Whatever Whatever, I will, I will, I will [Outro] Sedaka is back!Embed"
Bette Midler,The Rose,pop,"23 ContributorsThe Rose Lyrics[Verse 1] Some say love, it is a river That drowns the tender reed Some say love, it is a razor That leaves your soul to bleed Some say love, it is a hunger An endless aching need I say love, it is a flower And you, its only seed  [Verse 2] It's the heart, afraid of breaking That never learns to dance It's the dream, afraid of waking That never takes the chance It's the one who won't be taken Who cannot seem to give And the soul, afraid of dying That never learns to live  [Verse 3] When the night has been too lonely And the road has been too long And you think that love is only For the lucky and the strong Just remember in the winter Far beneath the bitter snows Lies the seed that with the sun's love In the spring becomes the roseYou might also like7Embed"
Tina Turner,What's Love Got to Do with It,pop,"45 ContributorsWhat’s Love Got To Do With It Lyrics[Verse 1] You must understand, oh, the touch of your hand Makes my pulse react That it's only the thrill of boy meetin' girl Opposites attract  [Pre-Chorus 1] It's physical Only logical You must try to ignore that it means more than that Oh  [Chorus] What's love got to do, got to do with it? What's love but a second-hand emotion? What's love got to do, got to do with it? Who needs a heart when a heart can be broken?  [Verse 2] It may seem to you that I'm acting confused When you're close to me If I tend to look dazed, I've read it someplace I've got cause to be  [Pre-Chorus 2] There's a name for it There's a phrase that fits But whatever the reason, you do it for me Oh You might also like[Chorus] What's love got to do, got to do with it? What's love but a second-hand emotion? What's love got to do, got to do with it? Who needs a heart when a heart can be broken? Ooh  [Instrumental Interlude]  [Bridge] I've been takin' on a new direction But I have to say I've been thinking about my own protection It scares me to feel this way Oh  [Chorus] What's love got to do, got to do with it? What's love but a second-hand emotion? What's love got to do, got to do with it? Who needs a heart when a heart can be broken? (What's love?) Got to do, got to do with it What's love but a sweet old-fashioned notion? What's love got to do, got to do with it? Who needs a heart when a heart can be broken? [Outro] (What's love got to do?) Ooh, got to do with it (What's love but a second-hand emotion?) What's love got to do, got to do with it? Who needs a heart when a heart can be broken? (What's love?) Ooh, ooh (Got to do with it) Got to do with it (What's love?) But a second-hand emotion11Embed"
Bonnie Tyler,Total Eclipse of the Heart,pop,"89 ContributorsTranslationsTürkçeΕλληνικάفارسیDeutschTotal Eclipse of the Heart Lyrics[Verse 1] (Turn around) Every now and then, I get a little bit lonely And you're never coming 'round (Turn around) Every now and then, I get a little bit tired Of listening to the sound of my tears (Turn around) Every now and then, I get a little bit nervous That the best of all the years have gone by (Turn around) Every now and then, I get a little bit terrified And then I see the look in your eyes  [Refrain] (Turn around, bright eyes) Every now and then, I fall apart (Turn around, bright eyes) Every now and then, I fall apart  [Verse 2] (Turn around) Every now and then, I get a little bit restless And I dream of something wild (Turn around) Every now and then, I get a little bit helpless And I'm lying like a child in your arms (Turn around) Every now and then, I get a little bit angry And I know I've got to get out and cry (Turn around) Every now and then, I get a little bit terrified But then I see the look in your eyes See Bonnie Tyler LiveGet tickets as low as $73You might also like[Refrain] (Turn around, bright eyes) Every now and then, I fall apart (Turn around, bright eyes) Every now and then, I fall apart  [Chorus] And I need you now tonight And I need you more than ever And if you only hold me tight We'll be holding on forever And we'll only be making it right 'Cause we'll never be wrong Together, we can take it to the end of the line Your love is like a shadow on me all of the time (All of the time) I don't know what to do and I'm always in the dark We're living in a powder keg and giving off sparks I really need you tonight Forever's gonna start tonight Forever's gonna start tonight  [Post-Chorus] Once upon a time, I was falling in love But now I'm only falling apart There's nothing I can do A total eclipse of the heart Once upon a time, there was light in my life But now there's only love in the dark Nothing I can say A total eclipse of the heart [Interlude] (Turn around, bright eyes) (Turn around, bright eyes)  [Verse 3] (Turn around) Every now and then, I know you'll never be the boy You always wanted to be (Turn around) But every now and then, I know you'll always be the only boy Who wanted me the way that I am (Turn around) Every now and then, I know there's no one in the universe As magical and wondrous as you (Turn around) Every now and then, I know there's nothing any better There's nothing that I just wouldn't do  [Refrain] (Turn around, bright eyes) Every now and then, I fall apart (Turn around, bright eyes) Every now and then, I fall apart  [Chorus] And I need you now tonight (And I need you) And I need you more than ever And if you only hold me tight (If you love me) We'll be holding on forever And we'll only be making it right (And we'll never) 'Cause we'll never be wrong Together, we can take it to the end of the line Your love is like a shadow on me all of the time (All of the time) I don't know what to do, I'm always in the dark We're living in a powder keg and giving off sparks I really need you tonight Forever's gonna start tonight (Forever's gonna start tonight) [Post-Chorus] Once upon a time, I was falling in love But now I'm only falling apart Nothing I can do A total eclipse of the heart Once upon a time, there was light in my life But now there's only love in the dark Nothing I can say A total eclipse of the heart A total eclipse of the heart A total eclipse of the heart  [Outro] (Turn around, bright eyes) (Turn around, bright eyes) (Turn around) (Ooh-ooh) (Ah-ha, ah-ha) (Ah-ha, ah-ha) (Ooh-ooh)24Embed"
Roxette,Listen To Your Heart,pop,"29 ContributorsTranslationsΕλληνικάListen to Your Heart Lyrics[Verse 1] I know there's something in the wake of your smile I get a notion from the look in your eyes, yeah You've built a love, but that love falls apart Your little piece of Heaven turns too dark  [Chorus] Listen to your heart When he's calling for you Listen to your heart There's nothing else you can do I don't know where you're going And I don't know why But listen to your heart Before you tell him goodbye  [Verse 2] Sometimes you wonder if this fight is worthwhile The precious moments are all lost in the tide, yeah They're swept away, and nothing is what is seems The feeling of belonging to your dreams  [Chorus] Listen to your heart When he's calling for you Listen to your heart There's nothing else you can do I don't know where you're going And I don't know why But listen to your heart Before you tell him goodbye See Roxette LiveGet tickets as low as $55You might also like[Guitar Solo]  [Bridge] And there are voices that want to be heard So much to mention but you can't find the words The scent of magic, the beauty that's been When love was wilder than the wind  [Chorus] Listen to your heart (Take a listen to it) When he's calling for you Listen to your heart (Take a listen to it) There's nothing else you can do I don't know where you're going And I don't know why But listen to your heart before, uhh Listen to your heart (Take a listen to it) When he's calling for you Listen to your heart (Take a listen to it) There's nothing else you can do I don't know where you're going And I don't know why But listen to your heart Before you tell him goodbye  [Instrumental Break] [Outro] Listen to your heart Listen to your heart (Uhh, take a listen to it, ha-ha-aa) Listen to your heart (Take a, take a listen to it) Listen to your heart Listen to your heart Listen to your heart Listen to your heart Listen to your heart Listen to your heart Listen to your heart Listen to your heart11Embed"
Eurythmics,Sweet Dreams (Are Made of This),pop,85 ContributorsTranslationsΕλληνικάDeutschEspañolFrançaisSweet Dreams (Are Made of This) Lyrics[Chorus] Sweet dreams are made of this Who am I to disagree? I travel the world and the seven seas Everybody's looking for something  [Verse] Some of them want to use you Some of them want to get used by you Some of them want to abuse you Some of them want to be abused  [Chorus] Sweet dreams are made of this Who am I to disagree? I travel the world and the seven seas Everybody's looking for something  [Bridge] Hold your head up Keep your head up (Movin' on) Hold your head up (Movin' on) Keep your head up (Movin' on) Hold your head up (Movin' on) Keep your head up (Movin' on) Hold your head up (Movin' on) Keep your head up You might also like[Keyboard Solo]  [Verse] Some of them want to use you Some of them want to get used by you Some of them want to abuse you Some of them want to be abused  [Chorus] Sweet dreams are made of this Who am I to disagree? I travel the world and the seven seas Everybody's looking for something Sweet dreams are made of this Who am I to disagree? I travel the world and the seven seas Everybody's looking for something Sweet dreams are made of this Who am I to disagree? I travel the world and the seven seas Everybody's looking for something Sweet dreams are made of this Who am I to disagree? I travel the world and the seven seas Everybody's looking for something Sweet dreams are made of this Who am I to disagree? I travel the world and the seven seas Everybody's looking for something Sweet dreams are made of this52Embed
Pet Shop Boys,West End Girls,pop,"64 ContributorsTranslationsDeutschWest End Girls Lyrics[Verse 1: Neil Tennant] Sometimes you're better off dead There's a gun in your hand, and it's pointing at your head You think you're mad, too unstable Kicking in chairs and knocking down tables In a restaurant in a West End town Call the police, there's a madman around Running down underground to a dive bar In a West End town  [Chorus: Neil Tennant] In a West End town, a dead end world The East End boys and West End girls In a West End town, a dead end world The East End boys and West End girls West End girls  [Verse 2: Neil Tennant & Helena Springs] Too many shadows, whispering voices Faces on posters, too many choices If, when, why, what? How much have you got? Have you got it, do you get it, if so, how often? And which do you choose, a hard or soft option? (How much do you need?) You might also like[Chorus: Neil Tennant] In a West End town, a dead end world The East End boys and West End girls In a West End town, a dead end world The East End boys and West End girls West End girls West End girls  [Interlude: Helena Springs] (How much do you need?)  [Chorus: Neil Tennant] In a West End town, a dead end world The East End boys and West End girls Ooh, West End town, a dead end world East End boys, West End Girls West End girls  [Verse 3: Neil Tennant & Helena Springs] You've got a heart of glass or a heart of stone Just you wait 'til I get you home We've got no future, we've got no past Here today, built to last In every city, in every nation From Lake Geneva to the Finland station (How far have you been?) [Chorus: Neil Tennant & Helena Springs] In a West End town, a dead end world The East End boys and West End girls A West End town, a dead end world East End Boys, West End girls West End girls West End girls  [Outro: Neil Tennant & Helena Springs] West End girls (How far have you been?) Girls East End boys And West End girls And West End girls (...forever) And West End girls (How far have you been?) East End boys The West End girls The West End boys And West End girls The West End girls The West End boys The West End girls23Embed"
Lana Del Rey,Summertime Sadness,pop,"170 ContributorsTranslationsΕλληνικάSvenskaPortuguêsDeutschFrançaisNederlandsItalianoEspañolPolskiفارسیУкраїнськаTürkçeBahasa Indonesia日本語DanskالعربيةSummertime Sadness Lyrics[Chorus] Kiss me hard before you go Summertime sadness I just wanted you to know That, baby, you the best  [Verse 1] I got my red dress on tonight Dancin' in the dark, in the pale moonlight Done my hair up real big, beauty queen style High heels off, I'm feelin' alive  [Pre-Chorus] Oh my God, I feel it in the air Telephone wires above are sizzlin' like a snare Honey, I'm on fire, I feel it everywhere Nothin' scares me anymore (One, two, three, four)  [Chorus] Kiss me hard before you go Summertime sadness I just wanted you to know That, baby, you the best  [Post-Chorus] I got that summertime, summertime sadness Su-su-summertime, summertime sadness Got that summertime, summertime sadness Oh, oh, oh See Lana Del Rey LiveGet tickets as low as $736You might also like[Verse 2] I'm feelin' electric tonight Cruisin' down the coast, goin' 'bout 99 Got my bad baby by my heavenly side I know, if I go, I'll die happy tonight  [Pre-Chorus] Oh my God, I feel it in the air Telephone wires above are sizzlin' like a snare Honey, I'm on fire, I feel it everywhere Nothin' scares me anymore (One, two, three, four)  [Chorus] Kiss me hard before you go Summertime sadness I just wanted you to know That, baby, you the best  [Post-Chorus] I got that summertime, summertime sadness Su-su-summertime, summertime sadness Got that summertime, summertime sadness Oh, oh, oh  [Bridge] Think I'll miss you forever Like the stars miss the sun in the morning sky Later's better than never Even if you're gone, I'm gonna drive (Drive) Drive [Breakdown] I got that summertime, summertime sadness Su-su-summertime, summertime sadness Got that summertime, summertime sadness Oh, oh, oh  [Chorus] Kiss me hard before you go Summertime sadness I just wanted you to know That, baby, you the best  [Post-Chorus] I got that summertime, summertime sadness Su-su-summertime, summertime sadness Got that summertime, summertime sadness Oh, oh, oh391Embed"
